rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,,,
20667,Kepler-440 b,Kepler-440,b,,,TIC 120495880,Gaia DR2 2103871317426712448,0,1,1,0,0,Transit,2015,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,101.1114976,0.0008891,-0.0008891,0,0.334,,,0,1.47,0.19,-0.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0.39,0.13,-0.12,0,201,,,0,89.95,,,0,2455048.51638,0.00728,-0.00728,0,BJD,0,0.0998,0.2876,-0.0998,0,0.09695,0.00471,-0.00471,0,8.13,0.199,-0.199,0,97.23,8.2,-8.2,0,0.02827,0.00111,-0.00058,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,3813,58,-87,0,0.48,0.06,-0.06,0,0.48,0.05,-0.07,0,-0.3,0.1,-0.2,0,[Fe/H],,,,,4.77,0.06,-0.08,0,,,,0,1.7009,0.1442,-0.4574,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,15.83532,71.8233,63.49181,296.3933,32.1525702,0.044425,-0.044425,15.2958,0.0430381,-0.0430381,28.2812,0.0448226,-0.0448226,301.03,2.278,-2.278,3.29324,0.0249486,-0.0249486,17.394,0.087,-0.087,15.637,0.172,-0.172,12.96,0.019,-0.019,12.323,0.018,-0.018,12.121,0.021,-0.021,,,,,,,,,,,,,,,,12.023,0.023,-0.023,11.996,0.021,-0.021,11.953,0.209,-0.209,9.32,,,15.1058,0.00038,-0.00038,,,,14.149,0.0073007,-0.0073007,15.134,,,2014-11-21,2014-12-18,2014-11-21,1,0,0,0,0,0,,,
20668,Kepler-440 b,Kepler-440,b,,,TIC 120495880,Gaia DR2 2103871317426712448,0,1,1,0,0,Transit,2015,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,101.1107014,0.0009529,-0.0009529,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,2455048.5204,0.00806,-0.00806,0,BJD,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3891,157,-157,0,0.66,0.02,-0.02,0,0.64,0.02,-0.02,0,,,,,,-1.042,0.087,-0.109,0,4.6,0.01,-0.01,0,,,,,3.0825,0.1785,-0.1785,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,15.83532,71.8233,63.49181,296.3933,32.1525702,0.044425,-0.044425,15.2958,0.0430381,-0.0430381,28.2812,0.0448226,-0.0448226,301.03,2.278,-2.278,3.29324,0.0249486,-0.0249486,17.394,0.087,-0.087,15.637,0.172,-0.172,12.96,0.019,-0.019,12.323,0.018,-0.018,12.121,0.021,-0.021,,,,,,,,,,,,,,,,12.023,0.023,-0.023,11.996,0.021,-0.021,11.953,0.209,-0.209,9.32,,,15.1058,0.00038,-0.00038,,,,14.149,0.0073007,-0.0073007,15.134,,,2018-09-25,2018-08-16,2018-09-25,1,0,0,0,0,0,,,
20669,Kepler-440 b,Kepler-440,b,,,TIC 120495880,Gaia DR2 2103871317426712448,0,1,1,0,0,Transit,2015,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,101.11135511,1.164E-05,-1.164E-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455048.516171,0.010961,-0.010961,0,BJD,0,,,,,0.0905,,,0,8.149,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3891,157,-157,0,0.66,0.02,-0.02,0,0.64,0.02,-0.02,0,,,,,,-1.042,0.087,-0.109,0,4.6,0.01,-0.01,0,,,,,3.0825,0.1785,-0.1785,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,15.83532,71.8233,63.49181,296.3933,32.1525702,0.044425,-0.044425,15.2958,0.0430381,-0.0430381,28.2812,0.0448226,-0.0448226,301.03,2.278,-2.278,3.29324,0.0249486,-0.0249486,17.394,0.087,-0.087,15.637,0.172,-0.172,12.96,0.019,-0.019,12.323,0.018,-0.018,12.121,0.021,-0.021,,,,,,,,,,,,,,,,12.023,0.023,-0.023,11.996,0.021,-0.021,11.953,0.209,-0.209,9.32,,,15.1058,0.00038,-0.00038,,,,14.149,0.0073007,-0.0073007,15.134,,,2016-07-26,2016-07,2016-07-28,1,0,0,0,0,0,,,
20670,Kepler-440 b,Kepler-440,b,,,TIC 120495880,Gaia DR2 2103871317426712448,0,1,1,0,0,Transit,2015,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,101.1114976,0.0008891,-0.0008891,0,,,,,1.63,0.18,-0.19,0,0.145,0.016,-0.017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455048.51638,0.00728,-0.00728,0,JD,0,,,,,,,,,8.13,0.199,-0.199,0,,,,,0.02827,0.00111,-0.00058,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3959,76.33,-81.68,0,0.53,0.05,-0.06,0,0.55,0.06,-0.06,0,-0.23,0.227,-0.21,0,[Fe/H],,,,,4.72,0.06,-0.04,0,4.17,5.79,-2.44,0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,15.83532,71.8233,63.49181,296.3933,32.1525702,0.044425,-0.044425,15.2958,0.0430381,-0.0430381,28.2812,0.0448226,-0.0448226,301.03,2.278,-2.278,3.29324,0.0249486,-0.0249486,17.394,0.087,-0.087,15.637,0.172,-0.172,12.96,0.019,-0.019,12.323,0.018,-0.018,12.121,0.021,-0.021,,,,,,,,,,,,,,,,12.023,0.023,-0.023,11.996,0.021,-0.021,11.953,0.209,-0.209,9.32,,,15.1058,0.00038,-0.00038,,,,14.149,0.0073007,-0.0073007,15.134,,,2016-05-06,2016-05,2016-05-10,1,0,0,0,0,0,,,
20671,Kepler-440 b,Kepler-440,b,,,TIC 120495880,Gaia DR2 2103871317426712448,0,1,1,0,0,Transit,2015,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,,,,,1.899,0.121,-0.095,0,0.169,0.011,-0.008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.02,-0.02,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,4134,83,-83,0,0.66,0.03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,15.83532,71.8233,63.49181,296.3933,32.1525702,0.044425,-0.044425,15.2958,0.0430381,-0.0430381,28.2812,0.0448226,-0.0448226,301.03,2.278,-2.278,3.29324,0.0249486,-0.0249486,17.394,0.087,-0.087,15.637,0.172,-0.172,12.96,0.019,-0.019,12.323,0.018,-0.018,12.121,0.021,-0.021,,,,,,,,,,,,,,,,12.023,0.023,-0.023,11.996,0.021,-0.021,11.953,0.209,-0.209,9.32,,,15.1058,0.00038,-0.00038,,,,14.149,0.0073007,-0.0073007,15.134,,,2018-09-04,2018-10,2018-09-06,1,0,0,0,0,0,,,
24221,Kepler-705 b,Kepler-705,b,,,TIC 122066949,Gaia DR2 2102244967931917184,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,56.0560538,0.0002486,-0.0002486,0,0.2261,,,0,1.96,0.25,-0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0.64,0.23,-0.18,0,229,,,0,89.95,,,0,2455034.16561,0.00306,-0.00306,0,BJD,0,0.0178,0.3953,-0.0178,0,0.18099,0.00675,-0.00675,0,4.595,0.113,-0.113,0,96.76,7.1,-7.1,0,0.03825,0.0015,-0.00069,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,3593,58,-66,0,0.47,0.06,-0.06,0,0.49,0.06,-0.06,0,0.16,0.11,-0.11,0,[Fe/H],,,,,4.78,0.08,-0.08,0,,,,0,5.4535,0.4024,-1.5317,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m02.05s,289.5085612,+41d48m43.28s,41.8120234,13.13191,73.44994,63.01598,303.2679,21.159509,0.090556,-0.090556,10.7519,0.087044,-0.087044,-18.2242,0.0917469,-0.0917469,276.881,3.858,-3.755,3.58381,0.0492697,-0.0492697,17.895,0.167,-0.167,16.331,1.133,-1.133,13.446,0.022,-0.022,12.778,0.025,-0.025,12.536,0.024,-0.024,,,,,,,,,,,,,,,,12.435,0.023,-0.023,12.41,0.023,-0.023,12.494,0.343,-0.343,9.45,,,15.8521,0.00072,-0.00072,,,,14.7738,0.0074292,-0.0074292,15.849,,,2014-11-21,2014-12-18,2014-11-21,1,0,0,0,0,0,,,
24222,Kepler-705 b,Kepler-705,b,,,TIC 122066949,Gaia DR2 2102244967931917184,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron, et al. 2019</a>,56.05602601,0.00021892,-0.00021892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455034.16529,0.002822,-0.002822,0,BJD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3631,157,-157,0,0.55,0.02,-0.02,0,0.55,0.02,-0.02,0,,,,,,-1.319,0.092,-0.117,0,4.69,0.01,-0.01,0,,,,,4.5584,0.2548,-0.2548,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m02.05s,289.5085612,+41d48m43.28s,41.8120234,13.13191,73.44994,63.01598,303.2679,21.159509,0.090556,-0.090556,10.7519,0.087044,-0.087044,-18.2242,0.0917469,-0.0917469,276.881,3.858,-3.755,3.58381,0.0492697,-0.0492697,17.895,0.167,-0.167,16.331,1.133,-1.133,13.446,0.022,-0.022,12.778,0.025,-0.025,12.536,0.024,-0.024,,,,,,,,,,,,,,,,12.435,0.023,-0.023,12.41,0.023,-0.023,12.494,0.343,-0.343,9.45,,,15.8521,0.00072,-0.00072,,,,14.7738,0.0074292,-0.0074292,15.849,,,2019-04-16,2019-03,2019-04-18,1,0,0,0,0,0,,
24223,Kepler-705 b,Kepler-705,b,,,TIC 122066949,Gaia DR2 2102244967931917184,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,56.0560538,0.0002486,-0.0002486,0,0.2261,,,0,1.96,0.25,-0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0.64,0.23,-0.18,0,229,,,0,89.95,,,0,2455034.16561,0.00306,-0.00306,0,BJD,0,0.0178,0.3953,-0.0178,0,0.18099,0.00675,-0.00675,0,4.595,0.113,-0.113,0,96.76,7.1,-7.1,0,0.03825,0.0015,-0.00069,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,3593,58,-66,0,0.47,0.06,-0.06,0,0.49,0.06,-0.06,0,0.16,0.11,-0.11,0,[Fe/H],,,,,4.78,0.08,-0.08,0,,,,0,5.4535,0.4024,-1.5317,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m02.05s,289.5085612,+41d48m43.28s,41.8120234,13.13191,73.44994,63.01598,303.2679,21.159509,0.090556,-0.090556,10.7519,0.087044,-0.087044,-18.2242,0.0917469,-0.0917469,276.881,3.858,-3.755,3.58381,0.0492697,-0.0492697,17.895,0.167,-0.167,16.331,1.133,-1.133,13.446,0.022,-0.022,12.778,0.025,-0.025,12.536,0.024,-0.024,,,,,,,,,,,,,,,,12.435,0.023,-0.023,12.41,0.023,-0.023,12.494,0.343,-0.343,9.45,,,15.8521,0.00072,-0.00072,,,,14.7738,0.0074292,-0.0074292,15.849,,,2014-11-18,2014-12-04,2014-11-18,1,0,0,0,0,0,,,
24224,Kepler-705 b,Kepler-705,b,,,TIC 122066949,Gaia DR2 2102244967931917184,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,56.05628,0.00085,-0.00085,0,0.231,,,0,2.18,0.95,-0.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,0,253,,,0,89.38,,,0,2455034.1631,0.0044,-0.0044,0,BJD,0,0.66,0.82,-0.82,0,0.1692,,,0,4.6978,,,0,73,35,-35,0,0.04,0.017,-0.017,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,3893,200,-200,0,0.5,0.03,-0.03,0,0.52,0.04,-0.04,0,,,,0,,,,,,4.75,0.3,-0.3,0,14,3.5,-3.5,0,,,,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m02.05s,289.5085612,+41d48m43.28s,41.8120234,13.13191,73.44994,63.01598,303.2679,21.159509,0.090556,-0.090556,10.7519,0.087044,-0.087044,-18.2242,0.0917469,-0.0917469,276.881,3.858,-3.755,3.58381,0.0492697,-0.0492697,17.895,0.167,-0.167,16.331,1.133,-1.133,13.446,0.022,-0.022,12.778,0.025,-0.025,12.536,0.024,-0.024,,,,,,,,,,,,,,,,12.435,0.023,-0.023,12.41,0.023,-0.023,12.494,0.343,-0.343,9.45,,,15.8521,0.00072,-0.00072,,,,14.7738,0.0074292,-0.0074292,15.849,,,2013-10-28,2014-01-08,2013-10-28,1,0,0,0,0,0,,,
24225,Kepler-705 b,Kepler-705,b,,,TIC 122066949,Gaia DR2 2102244967931917184,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,56.05597307,4.03E-06,-4.03E-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454978.112128,0.003397,-0.003397,0,BJD,0,,,,,0.176,,,0,4.5991,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3631,157,-157,0,0.55,0.02,-0.02,0,0.55,0.02,-0.02,0,,,,,,-1.319,0.092,-0.117,0,4.69,0.01,-0.01,0,,,,,4.5584,0.2548,-0.2548,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m02.05s,289.5085612,+41d48m43.28s,41.8120234,13.13191,73.44994,63.01598,303.2679,21.159509,0.090556,-0.090556,10.7519,0.087044,-0.087044,-18.2242,0.0917469,-0.0917469,276.881,3.858,-3.755,3.58381,0.0492697,-0.0492697,17.895,0.167,-0.167,16.331,1.133,-1.133,13.446,0.022,-0.022,12.778,0.025,-0.025,12.536,0.024,-0.024,,,,,,,,,,,,,,,,12.435,0.023,-0.023,12.41,0.023,-0.023,12.494,0.343,-0.343,9.45,,,15.8521,0.00072,-0.00072,,,,14.7738,0.0074292,-0.0074292,15.849,,,2016-07-26,2016-07,2016-07-28,1,0,0,0,0,0,,,
