rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,,,
12435,Kepler-1649 c,Kepler-1649,c,,,TIC 137558813,Gaia DR2 2125699062780742016,1,1,2,0,0,Transit,2020,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...893L..27V/abstract target=ref>Vanderburg et al. 2020</a>,2020-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...893L..27V/abstract target=ref>Vanderburg et al. 2020</a>,19.53527,0.0001,-0.0001,0,,,,,1.06,0.15,-0.1,0,0.095,0.013,-0.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.03,-0.3,0,234,20,-20,0,89.339,0.056,-0.056,0,2455410.9777,0.0033,-0.0033,0,BJD,0,0.875,0.074,-0.074,0,,,,,1.07,0.15,-0.21,0,76.8,1.6,-1.6,0,0.042,0.0055,-0.0038,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...893L..27V/abstract target=ref>Vanderburg et al. 2020</a>,,3240,61,-61,0,0.23,0,0,0,0.2,0.01,-0.01,0,-0.15,0.11,-0.11,0,[M/H],-2.287,0.017,-0.017,0,5,0.02,-0.02,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m00.71s,292.5029676,+41d49m47.98s,41.8299933,11.12853,74.45675,62.34002,307.904,168.2260947,0.1219231,-0.1219231,-135.842,0.112056,-0.112056,-99.2319,0.138534,-0.138534,92.1913,0.5489,-0.5425,10.8187,0.063723,-0.063723,,,,17.95,0.2,-0.2,13.379,0.023,-0.023,12.852,0.02,-0.02,12.589,0.026,-0.026,,,,,,,,,,,,,,,,12.461,0.024,-0.024,12.227,0.023,-0.023,12.085,0.23,-0.23,9.047,,,16.2682,0.001018,-0.001018,,,,14.9673,0.0075269,-0.0075269,17.131,,,2020-04-16,2020-04,2020-04-23,0,0,0,0,0,0,,,
12436,Kepler-1649 c,Kepler-1649,c,,,TIC 137558813,Gaia DR2 2125699062780742016,0,1,2,0,0,Transit,2020,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...893L..27V/abstract target=ref>Vanderburg et al. 2020</a>,2020-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,19.5352551,0.0001018,-0.0001018,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,2454981.20374,0.00531,-0.00531,0,BJD,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3269,157,-157,0,0.23,0.01,-0.01,0,0.2,0.02,-0.02,0,,,,,,-2.26,0.099,-0.128,0,5.01,0.02,-0.02,0,,,,,22.92,0.1751,-0.1751,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m00.71s,292.5029676,+41d49m47.98s,41.8299933,11.12853,74.45675,62.34002,307.904,168.2260947,0.1219231,-0.1219231,-135.842,0.112056,-0.112056,-99.2319,0.138534,-0.138534,92.1913,0.5489,-0.5425,10.8187,0.063723,-0.063723,,,,17.95,0.2,-0.2,13.379,0.023,-0.023,12.852,0.02,-0.02,12.589,0.026,-0.026,,,,,,,,,,,,,,,,12.461,0.024,-0.024,12.227,0.023,-0.023,12.085,0.23,-0.23,9.047,,,16.2682,0.001018,-0.001018,,,,14.9673,0.0075269,-0.0075269,17.131,,,2018-09-25,2018-08-16,2018-09-25,0,0,0,0,0,0,,,
12437,Kepler-1649 c,Kepler-1649,c,,,TIC 137558813,Gaia DR2 2125699062780742016,0,1,2,0,0,Transit,2020,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...893L..27V/abstract target=ref>Vanderburg et al. 2020</a>,2020-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,19.5352551,0.0001018,-0.0001018,0,0.0649,,,0,0.53,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0.16,0,0,0,161,,,0,89.65,,,0,2454981.20374,0.00531,-0.00531,0,BJD,0,0.702,0.235,-0.496,0,0.1732,0.0239,-0.0239,0,1.013,0.145,-0.145,0,113.4,56.4,-56.4,0,0.04113,0.00145,-0.00451,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2703,0,0,0,0.12,0,0,0,0.1,0,0,0,0,0,0,0,[Fe/H],,,,,5.27,0,0,0,,,,0,72.2488,179.7932,-10.7475,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m00.71s,292.5029676,+41d49m47.98s,41.8299933,11.12853,74.45675,62.34002,307.904,168.2260947,0.1219231,-0.1219231,-135.842,0.112056,-0.112056,-99.2319,0.138534,-0.138534,92.1913,0.5489,-0.5425,10.8187,0.063723,-0.063723,,,,17.95,0.2,-0.2,13.379,0.023,-0.023,12.852,0.02,-0.02,12.589,0.026,-0.026,,,,,,,,,,,,,,,,12.461,0.024,-0.024,12.227,0.023,-0.023,12.085,0.23,-0.23,9.047,,,16.2682,0.001018,-0.001018,,,,14.9673,0.0075269,-0.0075269,17.131,,,2017-05-08,2017-08-31 00:00,2017-05-08,0,0,0,0,0,0,,,
28302,Proxima Cen b,Proxima Cen,b,,HIP 70890,TIC 388857263,Gaia DR2 5853498713160606720,0,3,1,0,0,Radial Velocity,2016,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.536..437A/abstract target=ref>Anglada-Escud&eacute, et al. 2016</a>,2016-08,Ground,European Southern Observatory,Multiple Telescopes,Multiple Instuments,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=JENKINS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487..268J/abstract target=ref>Jenkins et al. 2019</a>,11.1855,0.0016,-0.0014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.07,-0.06,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,48,-199,0,1.32,0.12,-0.14,0,,,,,,,,,<a refstr=JENKINS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487..268J/abstract target=ref>Jenkins et al. 2019</a>,,,,,,0.15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,-1.927165,313.9399,-44.76331,239.1147,3858.8657674,0.0915852,-0.0915852,-3781.31,0.0851812,-0.0851812,769.766,0.188955,-0.188955,1.30119,0.00034,-0.00035,768.5,0.203021,-0.203021,12.782,0.26,-0.26,11.01,0.1,-0.1,5.357,0.023,-0.023,4.835,0.057,-0.057,4.384,0.033,-0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.95361,0.000918,-0.000918,,,,7.36,0.036,-0.036,,,,2019-06-19,2019-07,2019-06-27,1,5,2,0,0,0,,
28303,Proxima Cen b,Proxima Cen,b,,HIP 70890,TIC 388857263,Gaia DR2 5853498713160606720,1,3,1,0,0,Radial Velocity,2016,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.536..437A/abstract target=ref>Anglada-Escud&eacute, et al. 2016</a>,2016-08,Ground,European Southern Observatory,Multiple Telescopes,Multiple Instuments,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.536..437A/abstract target=ref>Anglada-Escud&eacute, et al. 2016</a>,11.186,0.001,-0.002,0,0.0485,0.0041,-0.0051,0,,,,,,,,,,,,,,,,,1.27,0.19,-0.17,0,0.004,0.0006,-0.00053,0,,,,,,,,,1.27,0.19,-0.17,0,0.004,0.0006,-0.00053,0,Msini,,,,,0.35,,,1,0.65,,,0,234,6,-14,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,0,1.38,0.21,-0.21,0,,,,,,,,,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.536..437A/abstract target=ref>Anglada-Escud&eacute, et al. 2016</a>,M5.5 V,3050,100,-100,0,0.14,0.02,-0.02,0,0.12,0.01,-0.01,0,,,,,,-2.81,0.016,-0.017,0,,,,,,,,,,,,,,,,,83,,,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,-1.927165,313.9399,-44.76331,239.1147,3858.8657674,0.0915852,-0.0915852,-3781.31,0.0851812,-0.0851812,769.766,0.188955,-0.188955,1.30119,0.00034,-0.00035,768.5,0.203021,-0.203021,12.782,0.26,-0.26,11.01,0.1,-0.1,5.357,0.023,-0.023,4.835,0.057,-0.057,4.384,0.033,-0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.95361,0.000918,-0.000918,,,,7.36,0.036,-0.036,,,,2016-08-25,2016-08,2016-08-25,1,5,2,0,0,0
356,GJ 1061 d,GJ 1061,d,,,TIC 79611981,Gaia DR2 4848140361962951552,1,1,3,0,0,Radial Velocity,2020,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,2020-03,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,13.031,0.025,-0.032,0,0.054,0.001,-0.001,0,,,,,,,,,,,,,,,,,1.64,0.24,-0.23,0,0.00516,0.00076,-0.00072,0,,,,,,,,,1.64,0.24,-0.23,0,0.00516,0.00076,-0.00072,0,Msini,,,,,0.53,,,1,0.6,0.1,-0.1,0,,,,,,,,,,,,,BJD,0,,,,,,,,,,,,,,,,,,,,,,,,,2458306.4,3.1,-2.5,0,157,88,-71,0,1.86,0.25,-0.25,0,,,,,,,,,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,M5.5 V,2953,98,-98,0,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0,-0.08,0.08,-0.08,0,[Fe/H],-2.77,0.025,-0.026,0,,,,,7,0.5,-0.5,-1,,,,,2.5,,,1,,,,,1.06,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,-52.90489,251.8698,-60.77312,30.85594,833.7162183,0.1220404,-0.1220404,745.286,0.11762,-0.11762,-373.673,0.138232,-0.138232,3.67278,0.00089,-0.0009,272.245,0.0660788,-0.0660788,,,,12.7,0.2,-0.2,7.523,0.02,-0.02,7.015,0.044,-0.044,6.61,0.021,-0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9889,0.000945,-0.000945,,,,9.47068,0.0075428,-0.0075428,,,,2020-02-21,2020-03,2020-02-27,1,0,0,0,0,0,,,
355,GJ 1061 c,GJ 1061,c,,,TIC 79611981,Gaia DR2 4848140361962951552,1,1,3,0,0,Radial Velocity,2020,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,2020-03,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,6.689,0.005,-0.005,0,0.035,0.001,-0.001,0,,,,,,,,,,,,,,,,,1.74,0.23,-0.23,0,0.00547,0.00072,-0.00072,0,,,,,,,,,1.74,0.23,-0.23,0,0.00547,0.00072,-0.00072,0,Msini,,,,,0.29,,,1,1.4,0.2,-0.2,0,,,,,,,,,,,,,BJD,0,,,,,,,,,,,,,,,,,,,,,,,,,2458300.2,1.9,-1.5,0,88,95,-85,0,2.48,0.28,-0.29,0,,,,,,,,,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,M5.5 V,2953,98,-98,0,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0,-0.08,0.08,-0.08,0,[Fe/H],-2.77,0.025,-0.026,0,,,,,7,0.5,-0.5,-1,,,,,2.5,,,1,,,,,1.06,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,-52.90489,251.8698,-60.77312,30.85594,833.7162183,0.1220404,-0.1220404,745.286,0.11762,-0.11762,-373.673,0.138232,-0.138232,3.67278,0.00089,-0.0009,272.245,0.0660788,-0.0660788,,,,12.7,0.2,-0.2,7.523,0.02,-0.02,7.015,0.044,-0.044,6.61,0.021,-0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9889,0.000945,-0.000945,,,,9.47068,0.0075428,-0.0075428,,,,2020-02-21,2020-03,2020-02-27,1,0,0,0,0,0,,,
28340,Ross 128 b,Ross 128,b,,HIP 57548,TIC 325275315,Gaia DR2 3796072592206250624,1,1,1,0,0,Radial Velocity,2017,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..25B/abstract target=ref>Bonfils et al. 2018</a>,2018-05,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..25B/abstract target=ref>Bonfils et al. 2018</a>,9.8658,0.007,-0.007,0,0.0496,0.0017,-0.0017,0,,,,,,,,,,,,,,,,,1.4,0.21,-0.21,0,0.0044,0.00066,-0.00066,0,,,,,,,,,1.4,0.21,-0.21,0,0.0044,0.00066,-0.00066,0,Msini,,,,,0.116,0.097,-0.097,0,1.38,,,0,301,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,0.18,-0.18,0,,,,,,,,,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..25B/abstract target=ref>Bonfils et al. 2018</a>,M4,3192,60,-60,0,0.2,0.01,-0.01,0,0.17,0.02,-0.02,0,-0.02,0.08,-0.08,0,[M/H],-2.441,0.044,-0.05,0,,,,,5,,,-1,,,,,,,,,123,,,0,-30.9,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h47m45.02s,176.9376036,+00d47m57.44s,0.7992898,59.55912,270.1471,-0.4803476,176.8678,1365.9371779,0.0925812,-0.0925812,607.678,0.136884,-0.136884,-1223.32,0.0778638,-0.0778638,3.37454,0.000805,-0.000805,296.307,0.069922,-0.069922,,,,11.12,0.1,-0.1,6.505,0.023,-0.023,5.945,0.024,-0.024,5.654,0.024,-0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59067,0.00112,-0.00112,,,,8.24327,0.0074268,-0.0074268,9.778,,,2017-11-16,2018-05,2017-11-17,1,1,0,3,0,0,,,
402,GJ 273 b,GJ 273,b,,HIP 36208,TIC 318686860,,1,1,2,0,0,Radial Velocity,2017,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,18.6498,0.0059,-0.0052,0,0.091101,1.9E-05,-1.7E-05,0,,,,,,,,,,,,,,,,,2.89,0.27,-0.26,0,0.00909,0.00085,-0.00082,0,,,,,,,,,2.89,0.27,-0.26,0,0.00909,0.00085,-0.00082,0,Msini,,,,,0.1,0.09,-0.07,0,1.06,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,0.15,-0.15,0,,,,,,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3382,49,-49,0,0.29,0.03,-0.03,0,0.29,,,0,0.09,0.17,-0.17,0,[Fe/H],-2.056,0.243,-0.602,0,,,,,,,,,,,,,,,,,99,,,0,18.41,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h27m24.50s,111.852091,+05d13m32.91s,5.225807,10.37354,212.3446,-16.50483,112.7427,3737.8706505,8,-8,571,8,-8,-3694,8,-8,5.921535,0.0206332,-0.0206332,263.26,1.43,-1.43,11.313,0.063,-0.063,9.84,0.1,-0.1,5.714,0.032,-0.032,5.219,0.063,-0.063,4.857,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.308,0.033,-0.033,,,,2017-03-29,2017-06,2017-03-30,0,1,0,1,0,0,,,
28452,TRAPPIST-1 e,TRAPPIST-1,e,,,TIC 278892590,Gaia DR2 2635476908753563008,1,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,6.099615,1.1E-05,-1.1E-05,0,0.02817,0.00083,-0.00087,0,0.918,0.039,-0.039,0,0.082,0.003,-0.003,0,0.62,0.58,-0.58,0,0.00195,0.00182,-0.00182,0,,,,,,,,,,,,,,,,,0.62,0.58,-0.58,0,0.00195,0.00182,-0.00182,0,Mass,4.4,4.2,-4.2,0,0.085,,,1,0.66,0.05,-0.05,0,251,5,-5,0,89.86,0.1,-0.12,0,2457660.37859,0.00038,-0.00038,0,BJD-TDB,1,0.12,0.11,-0.09,0,0.519,0.026,-0.026,0,0.9535,0.012,-0.012,0,51.97,0.4,-0.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559,50,-50,0,0.12,0,0,0,0.08,0.01,-0.01,0,0.04,0.08,-0.08,0,[Fe/H],-3.281,0.027,-0.029,0,,,,,,,,,71.5,1.7,-3.1,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64466,69.71302,0.6332796,345.7341,1026.5792712,8,-8,901,8,-8,-492,8,-8,,,,,,,,,,17.02,0.2,-0.2,11.354,0.022,-0.022,10.718,0.021,-0.021,10.296,0.023,-0.023,23.3056,0.803622,-0.803622,19.6235,0.0155229,-0.0155229,17.9963,0.007352,-0.007352,15.0923,0.004339,-0.004339,13.4342,0.0040633,-0.0040633,,,,,,,,,,,,,15.6451,0.001448,-0.001448,,,,13.8529,0.0112926,-0.0112926,12.917,,,2017-02-17,2017-02,2017-02-22,1,0,0,0,0,0,,,
