,pl_name,pl_orbper,pl_eqt,pl_orbeccen,st_rad,pl_imppar,pl_orbincl,pl_insol,pl_ratdor,pl_trandep
23529,Kepler-649 b,29.90721859,564.0,0.0,0.9,0.022000000000000002,89.97,23.92,48.16,0.0588
23530,Kepler-649 b,29.90722674,606.0,0.0,1.01,0.1119,89.95,31.85,48.25,0.059739999999999994
23531,Kepler-649 b,29.90722674,606.0,0.0,1.01,0.1119,89.95,31.85,48.25,0.059739999999999994
23537,Kepler-649 b,29.90722674,606.0,0.0,1.01,0.1119,89.95,31.85,48.25,0.059739999999999994
23538,Kepler-65 b,2.15490904,1726.0,0.0,1.42,0.6452,80.79,2097.4,4.1,0.01004
23539,Kepler-65 b,2.15491124,1740.0,0.0,1.42,0.113,88.77,2162.35,5.3,0.00997
23545,Kepler-65 b,2.15490904,1726.0,0.0,1.42,0.6452,80.79,2097.4,4.1,0.01004
23548,Kepler-65 b,2.15490904,1726.0,0.0,1.42,0.6452,80.79,2097.4,4.1,0.01004
23553,Kepler-65 c,5.85993872,1236.0,0.0,1.42,0.0265,89.95,552.06,11.3853,0.03204
23556,Kepler-65 c,5.85993872,1236.0,0.0,1.42,0.0265,89.95,552.06,11.3853,0.03204
23563,Kepler-65 c,5.85993596,1246.0,0.0,1.42,0.049,89.75,569.5,11.3257,0.03228
23564,Kepler-65 c,5.85993872,1236.0,0.0,1.42,0.0265,89.95,552.06,11.3853,0.03204
23568,Kepler-65 d,8.13122484,1109.0,0.0,1.42,0.8742,83.08,357.04,7.33,0.01139
23575,Kepler-65 d,8.13122484,1109.0,0.0,1.42,0.8742,83.08,357.04,7.33,0.01139
23577,Kepler-65 d,8.13121389,1117.0,0.0,1.42,0.622,86.95,368.36,11.7,0.011179999999999999
23578,Kepler-65 d,8.13122484,1109.0,0.0,1.42,0.8742,83.08,357.04,7.33,0.01139
23582,Kepler-650 b,3.03214795,1507.0,0.0,1.45,0.836,76.77,1218.88,3.65,0.04886
23583,Kepler-650 b,3.03214559,1641.0,0.0,1.57,0.0355,89.95,1715.71,6.452000000000001,0.04905
23584,Kepler-650 b,3.03214559,1641.0,0.0,1.57,0.0355,89.95,1715.71,6.452000000000001,0.04905
23587,Kepler-650 b,3.03214559,1641.0,0.0,1.57,0.0355,89.95,1715.71,6.452000000000001,0.04905
23588,Kepler-651 b,21.385158399999998,574.0,0.0,0.82,0.518,89.16,25.63,35.36,0.06639
23589,Kepler-651 b,21.38521506,602.0,0.0,0.84,0.6406,88.81,31.13,32.4,0.06694
23590,Kepler-651 b,21.38521506,602.0,0.0,0.84,0.6406,88.81,31.13,32.4,0.06694
23592,Kepler-651 b,21.38521506,602.0,0.0,0.84,0.6406,88.81,31.13,32.4,0.06694
23597,Kepler-652 b,4.18200253,1022.0,0.0,0.89,0.0601,89.95,257.53,14.780999999999999,0.08616
23598,Kepler-652 b,4.18200253,1022.0,0.0,0.89,0.0601,89.95,257.53,14.780999999999999,0.08616
23603,Kepler-652 b,4.18200189,974.0,0.0,0.86,0.015,89.94,213.29,14.77,0.08474
23605,Kepler-652 b,4.18200253,1022.0,0.0,0.89,0.0601,89.95,257.53,14.780999999999999,0.08616
23608,Kepler-653 b,14.70749512,819.0,0.0,1.28,0.127,89.8,106.22,35.9,0.0262
23612,Kepler-653 b,14.70748976,753.0,0.0,1.09,0.0167,89.95,76.11,36.1,0.02657
23613,Kepler-653 b,14.70748976,753.0,0.0,1.09,0.0167,89.95,76.11,36.1,0.02657
23614,Kepler-653 b,14.70748976,753.0,0.0,1.09,0.0167,89.95,76.11,36.1,0.02657
23618,Kepler-653 c,0.90037648,1912.0,0.0,1.09,0.3183,85.94,3160.48,4.76,0.00406
23620,Kepler-653 c,0.90037648,1912.0,0.0,1.09,0.3183,85.94,3160.48,4.76,0.00406
23621,Kepler-653 c,0.90037648,1912.0,0.0,1.09,0.3183,85.94,3160.48,4.76,0.00406
23622,Kepler-653 c,0.90037592,2078.0,0.0,1.28,0.09300000000000001,89.04,4399.18,5.51,0.00414
23627,Kepler-654 b,13.72465129,996.0,0.0,1.66,0.7531,85.94,232.63,10.37,0.028710000000000003
23628,Kepler-654 b,13.72465129,996.0,0.0,1.66,0.7531,85.94,232.63,10.37,0.028710000000000003
23632,Kepler-654 b,13.72462702,831.0,0.0,1.17,0.748,85.87,112.82,10.38,0.02818
23635,Kepler-654 b,13.72465129,996.0,0.0,1.66,0.7531,85.94,232.63,10.37,0.028710000000000003
23636,Kepler-655 b,46.406335799999994,574.0,0.0,1.14,0.0472,89.95,25.73,51.65,0.04735
23637,Kepler-655 b,46.406335799999994,574.0,0.0,1.14,0.0472,89.95,25.73,51.65,0.04735
23638,Kepler-655 b,46.406335799999994,574.0,0.0,1.14,0.0472,89.95,25.73,51.65,0.04735
23644,Kepler-655 b,46.406259999999996,588.0,0.0,1.23,0.018000000000000002,89.98,28.23,51.44,0.04691
23646,Kepler-656 b,1.26025909,1570.0,0.0,0.96,0.7878,77.35,1437.7,3.56,0.12065999999999999
23651,Kepler-656 b,1.26025909,1570.0,0.0,0.96,0.7878,77.35,1437.7,3.56,0.12065999999999999
23652,Kepler-656 b,1.26025882,1569.0,0.0,0.95,0.7909999999999999,77.17,1435.82,3.56,0.11307
23655,Kepler-656 b,1.26025909,1570.0,0.0,0.96,0.7878,77.35,1437.7,3.56,0.12065999999999999
23657,Kepler-657 b,24.54350418,616.0,0.0,0.91,0.12300000000000001,89.95,34.07,26.29,0.12117
23659,Kepler-657 b,24.54350418,616.0,0.0,0.91,0.12300000000000001,89.95,34.07,26.29,0.12117
23660,Kepler-657 b,24.54350418,616.0,0.0,0.91,0.12300000000000001,89.95,34.07,26.29,0.12117
23664,Kepler-657 b,24.543456600000003,616.0,0.0,0.91,0.042,89.91,34.07,26.641,0.11513
23665,Kepler-658 b,1.28707676,860.0,0.0,0.51,0.0873,89.38,129.27,6.686,0.07864
23666,Kepler-658 b,1.28707676,860.0,0.0,0.51,0.0873,89.38,129.27,6.686,0.07864
23667,Kepler-658 b,1.28707669,871.0,0.0,0.53,0.003,89.98,135.97,6.766,0.07293999999999999
23674,Kepler-658 b,1.28707676,860.0,0.0,0.51,0.0873,89.38,129.27,6.686,0.07864
23675,Kepler-659 b,17.671796,516.0,0.0,0.7,0.6682,88.81,16.75,32.6,0.10055
23677,Kepler-659 b,17.671796,516.0,0.0,0.7,0.6682,88.81,16.75,32.6,0.10055
23679,Kepler-659 b,17.671771399999997,513.0,0.0,0.69,0.86,87.81,16.38,22.6,0.09186
23684,Kepler-659 b,17.671796,516.0,0.0,0.7,0.6682,88.81,16.75,32.6,0.10055
23685,Kepler-66 b,17.81595067,699.0,0.0,0.93,0.1789,89.95,56.48,40.91,0.0906
23689,Kepler-66 b,17.815968899999998,699.0,0.0,0.93,0.9109999999999999,87.08,56.48,17.87,0.07768
23691,Kepler-66 b,17.81595067,699.0,0.0,0.93,0.1789,89.95,56.48,40.91,0.0906
23693,Kepler-66 b,17.81595067,699.0,0.0,0.93,0.1789,89.95,56.48,40.91,0.0906
23696,Kepler-660 b,9.27358194,649.0,0.0,0.7,0.2361,89.38,41.85,21.6,0.13667
23698,Kepler-660 b,9.27358194,649.0,0.0,0.7,0.2361,89.38,41.85,21.6,0.13667
23700,Kepler-660 b,9.27358173,649.0,0.0,0.7,0.387,88.93,41.85,20.65,0.12883
23704,Kepler-660 b,9.27358194,649.0,0.0,0.7,0.2361,89.38,41.85,21.6,0.13667
23705,Kepler-661 b,6.02930329,678.0,0.0,0.67,0.258,89.5,50.04,29.31,0.19127
23710,Kepler-661 b,6.02930132,685.0,0.0,0.69,0.3748,89.38,52.09,28.34,0.21144000000000002
23713,Kepler-661 b,6.02930132,685.0,0.0,0.69,0.3748,89.38,52.09,28.34,0.21144000000000002
23714,Kepler-661 b,6.02930132,685.0,0.0,0.69,0.3748,89.38,52.09,28.34,0.21144000000000002
23720,Kepler-662 b,21.67699193,530.0,0.0,0.83,0.8959999999999999,87.91,18.64,24.6,0.08572
23721,Kepler-662 b,21.67697486,430.0,0.0,0.53,0.0076,89.95,8.09,54.39,0.08859
23722,Kepler-662 b,21.67697486,430.0,0.0,0.53,0.0076,89.95,8.09,54.39,0.08859
23723,Kepler-662 b,21.67697486,430.0,0.0,0.53,0.0076,89.95,8.09,54.39,0.08859
23727,Kepler-663 b,4.99678284,917.0,0.0,0.85,0.3083,88.81,166.95,17.95,0.10327
23729,Kepler-663 b,4.99678284,917.0,0.0,0.85,0.3083,88.81,166.95,17.95,0.10327
23730,Kepler-663 b,4.99677968,917.0,0.0,0.85,0.71,86.9,166.95,13.14,0.09347000000000001
23731,Kepler-663 b,4.99678284,917.0,0.0,0.85,0.3083,88.81,166.95,17.95,0.10327
23735,Kepler-664 b,2.52559332,1407.0,0.0,1.05,0.183,89.38,926.16,12.25,0.06663
23736,Kepler-664 b,2.52559332,1407.0,0.0,1.05,0.183,89.38,926.16,12.25,0.06663
23739,Kepler-664 b,2.52559332,1407.0,0.0,1.05,0.183,89.38,926.16,12.25,0.06663
23742,Kepler-664 b,2.52559178,1406.0,0.0,1.05,0.701,85.41,926.16,8.75,0.060329999999999995
23746,Kepler-665 b,16.01308419,593.0,0.0,0.83,0.799,88.14,29.31,24.7,0.11219000000000001
23748,Kepler-665 b,16.01310205,593.0,0.0,0.83,0.1874,89.95,29.31,40.49,0.12632000000000002
23750,Kepler-665 b,16.01310205,593.0,0.0,0.83,0.1874,89.95,29.31,40.49,0.12632000000000002
23752,Kepler-665 b,16.01310205,593.0,0.0,0.83,0.1874,89.95,29.31,40.49,0.12632000000000002
23755,Kepler-666 b,4.49876092,1133.0,0.0,0.97,0.0463,89.95,389.62,9.168,0.05192000000000001
23758,Kepler-666 b,4.49876511,1133.0,0.0,0.97,0.312,88.0,389.62,8.95,0.046
23759,Kepler-666 b,4.49876092,1133.0,0.0,0.97,0.0463,89.95,389.62,9.168,0.05192000000000001
23760,Kepler-666 b,4.49876092,1133.0,0.0,0.97,0.0463,89.95,389.62,9.168,0.05192000000000001
23766,Kepler-667 b,41.43962808,516.0,0.0,1.05,0.3872,89.38,16.72,29.03,0.30101
23767,Kepler-667 b,41.43958662,516.0,0.0,1.05,0.355,89.31,16.72,29.47,0.27931
23768,Kepler-667 b,41.43962808,516.0,0.0,1.05,0.3872,89.38,16.72,29.03,0.30101
23773,Kepler-667 b,41.43962808,516.0,0.0,1.05,0.3872,89.38,16.72,29.03,0.30101
23776,Kepler-668 b,8.35390639,789.0,0.0,0.78,0.0492,89.95,91.45,28.91,0.1073
23777,Kepler-668 b,8.35390639,789.0,0.0,0.78,0.0492,89.95,91.45,28.91,0.1073
23778,Kepler-668 b,8.35389523,790.0,0.0,0.79,0.023,89.95,91.9,29.18,0.10415999999999999
23782,Kepler-668 b,8.35390639,789.0,0.0,0.78,0.0492,89.95,91.45,28.91,0.1073
23786,Kepler-669 b,4.12554347,1243.0,0.0,1.1,0.597,85.95,565.35,8.45,0.14873
23788,Kepler-669 b,4.12554687,1244.0,0.0,1.1,0.3989,87.66,565.35,9.64,0.15827
23792,Kepler-669 b,4.12554687,1244.0,0.0,1.1,0.3989,87.66,565.35,9.64,0.15827
23794,Kepler-669 b,4.12554687,1244.0,0.0,1.1,0.3989,87.66,565.35,9.64,0.15827
23797,Kepler-67 b,15.72589061,599.0,0.0,0.75,0.2802,89.38,30.51,31.16,0.14227
23798,Kepler-67 b,15.72589061,599.0,0.0,0.75,0.2802,89.38,30.51,31.16,0.14227
23802,Kepler-67 b,15.72589061,599.0,0.0,0.75,0.2802,89.38,30.51,31.16,0.14227
23804,Kepler-67 b,15.72585941,602.0,0.0,0.76,0.122,89.78,31.13,32.18,0.13130999999999998
23806,Kepler-670 b,2.8165049,1219.0,0.0,0.95,0.105,89.37,521.13,9.571,1.68137
23810,Kepler-670 b,2.81650485,1253.0,0.0,0.96,0.0073,89.95,583.25,9.65552,1.80505
23814,Kepler-670 b,2.81650485,1253.0,0.0,0.96,0.0073,89.95,583.25,9.65552,1.80505
23815,Kepler-670 b,2.81650485,1253.0,0.0,0.96,0.0073,89.95,583.25,9.65552,1.80505
23820,Kepler-671 b,4.2809636,1012.0,0.0,0.83,0.424,87.72,247.87,10.64,0.07508
23821,Kepler-671 b,4.28095859,1014.0,0.0,0.83,0.3248,88.24,250.32,11.09,0.07862999999999999
23822,Kepler-671 b,4.28095859,1014.0,0.0,0.83,0.3248,88.24,250.32,11.09,0.07862999999999999
23823,Kepler-671 b,4.28095859,1014.0,0.0,0.83,0.3248,88.24,250.32,11.09,0.07862999999999999
23828,Kepler-672 b,38.377548600000004,529.0,0.0,1.04,0.46799999999999997,89.44,18.53,47.8,0.07242
23829,Kepler-672 b,38.3774623,541.0,0.0,0.97,0.162,89.95,20.3,53.49,0.07762999999999999
23830,Kepler-672 b,38.3774623,541.0,0.0,0.97,0.162,89.95,20.3,53.49,0.07762999999999999
23835,Kepler-672 b,38.3774623,541.0,0.0,0.97,0.162,89.95,20.3,53.49,0.07762999999999999
23838,Kepler-673 b,3.72873109,1022.0,0.0,0.81,0.4988,87.09,258.17,10.12,0.5753
23842,Kepler-673 b,3.72873109,1022.0,0.0,0.81,0.4988,87.09,258.17,10.12,0.5753
23844,Kepler-673 b,3.72873109,1022.0,0.0,0.81,0.4988,87.09,258.17,10.12,0.5753
23845,Kepler-673 b,3.72873215,1023.0,0.0,0.81,0.5579999999999999,86.7,258.34,9.7,0.52265
23847,Kepler-674 b,2.24338185,685.0,0.0,0.45,0.1408,89.38,52.11,17.09,0.08504
23848,Kepler-674 b,2.24338185,685.0,0.0,0.45,0.1408,89.38,52.11,17.09,0.08504
23851,Kepler-674 b,2.24338057,822.0,0.0,0.56,0.915,82.88,107.6,7.38,0.08217
23852,Kepler-674 b,2.24338185,685.0,0.0,0.45,0.1408,89.38,52.11,17.09,0.08504
23856,Kepler-675 b,2.33743801,1054.0,0.0,0.73,0.4935,86.52,291.62,8.05,0.10467
23861,Kepler-675 b,2.33743795,1070.0,0.0,0.77,0.28,88.19,311.16,8.86,0.09712
23862,Kepler-675 b,2.33743801,1054.0,0.0,0.73,0.4935,86.52,291.62,8.05,0.10467
23865,Kepler-675 b,2.33743801,1054.0,0.0,0.73,0.4935,86.52,291.62,8.05,0.10467
23868,Kepler-676 b,11.59822172,400.0,0.0,0.49,0.7979999999999999,88.24,6.07,23.4,0.31853000000000004
23871,Kepler-676 b,11.59822172,400.0,0.0,0.49,0.7979999999999999,88.24,6.07,23.4,0.31853000000000004
23872,Kepler-676 b,11.59822233,396.0,0.0,0.47,0.679,88.62,5.82,28.2,0.28045
23874,Kepler-676 b,11.59822172,400.0,0.0,0.49,0.7979999999999999,88.24,6.07,23.4,0.31853000000000004
23881,Kepler-677 b,6.57531588,1015.0,0.0,0.99,0.39,88.03,251.38,11.37,0.27933
23882,Kepler-677 b,6.57531678,1015.0,0.0,0.99,0.0068,89.95,251.38,12.325,0.2949
23883,Kepler-677 b,6.57531678,1015.0,0.0,0.99,0.0068,89.95,251.38,12.325,0.2949
23884,Kepler-677 b,6.57531678,1015.0,0.0,0.99,0.0068,89.95,251.38,12.325,0.2949
23887,Kepler-678 b,7.27503724,833.0,0.0,0.87,0.4649,85.94,113.64,7.01,0.31451
23888,Kepler-678 b,7.27504084,833.0,0.0,0.87,0.547,85.29,113.64,6.66,0.3001
23892,Kepler-678 b,7.27503724,833.0,0.0,0.87,0.4649,85.94,113.64,7.01,0.31451
23894,Kepler-678 b,7.27503724,833.0,0.0,0.87,0.4649,85.94,113.64,7.01,0.31451
23897,Kepler-679 b,12.39358604,680.0,0.0,0.75,0.8214,87.09,50.46,15.95,0.10114
23900,Kepler-679 b,12.39358604,680.0,0.0,0.75,0.8214,87.09,50.46,15.95,0.10114
23901,Kepler-679 b,12.3935651,677.0,0.0,0.75,0.883,86.13,49.68,13.07,0.09166
23902,Kepler-679 b,12.39358604,680.0,0.0,0.75,0.8214,87.09,50.46,15.95,0.10114
23906,Kepler-68 b,5.39875393,1146.0,0.0,1.24,0.023,89.95,407.74,12.2232,0.03458
23914,Kepler-68 b,5.39875393,1146.0,0.0,1.24,0.023,89.95,407.74,12.2232,0.03458
23915,Kepler-68 b,5.39875286,1140.0,0.0,1.2,0.015,89.93,398.33,12.239,0.03465
23917,Kepler-68 b,5.39875393,1146.0,0.0,1.24,0.023,89.95,407.74,12.2232,0.03458
23922,Kepler-68 c,9.60503867,946.0,0.0,1.24,0.0678,89.95,189.3,24.54,0.00558
23923,Kepler-68 c,9.60503867,946.0,0.0,1.24,0.0678,89.95,189.3,24.54,0.00558
23925,Kepler-68 c,9.60505976,941.0,0.0,1.2,0.54,88.51,185.15,20.76,0.0055
23931,Kepler-68 c,9.60503867,946.0,0.0,1.24,0.0678,89.95,189.3,24.54,0.00558
23941,Kepler-680 b,3.6899201,1147.0,0.0,0.92,0.151,89.19,408.99,10.71,0.04267
23942,Kepler-680 b,3.68992629,1147.0,0.0,0.92,0.1166,89.38,408.99,10.879000000000001,0.04622
23943,Kepler-680 b,3.68992629,1147.0,0.0,0.92,0.1166,89.38,408.99,10.879000000000001,0.04622
23944,Kepler-680 b,3.68992629,1147.0,0.0,0.92,0.1166,89.38,408.99,10.879000000000001,0.04622
23946,Kepler-681 b,26.39435646,491.0,0.0,0.78,0.1304,89.95,13.78,59.66,0.17564000000000002
23950,Kepler-681 b,26.39432897,489.0,0.0,0.76,0.602,89.28,13.49,47.7,0.15109
23951,Kepler-681 b,26.39435646,491.0,0.0,0.78,0.1304,89.95,13.78,59.66,0.17564000000000002
23955,Kepler-681 b,26.39435646,491.0,0.0,0.78,0.1304,89.95,13.78,59.66,0.17564000000000002
23957,Kepler-682 b,12.61190434,753.0,0.0,0.92,0.55,88.17,76.15,17.27,0.61056
23958,Kepler-682 b,12.61190667,753.0,0.0,0.92,0.5409,88.24,76.15,17.38,0.65637
23961,Kepler-682 b,12.61190667,753.0,0.0,0.92,0.5409,88.24,76.15,17.38,0.65637
23963,Kepler-682 b,12.61190667,753.0,0.0,0.92,0.5409,88.24,76.15,17.38,0.65637
23967,Kepler-683 b,2.53918315,1332.0,0.0,1.06,0.23800000000000002,88.28,743.09,7.93,0.03821
23969,Kepler-683 b,2.53918318,1348.0,0.0,0.96,0.0038,89.95,780.68,8.315,0.042539999999999994
23970,Kepler-683 b,2.53918318,1348.0,0.0,0.96,0.0038,89.95,780.68,8.315,0.042539999999999994
23973,Kepler-683 b,2.53918318,1348.0,0.0,0.96,0.0038,89.95,780.68,8.315,0.042539999999999994
23975,Kepler-684 b,6.77030201,813.0,0.0,0.68,0.4679,88.81,103.21,24.65,0.14718
23976,Kepler-684 b,6.77030201,813.0,0.0,0.68,0.4679,88.81,103.21,24.65,0.14718
23978,Kepler-684 b,6.77030201,813.0,0.0,0.68,0.4679,88.81,103.21,24.65,0.14718
23982,Kepler-684 b,6.77030038,812.0,0.0,0.68,0.838,86.84,102.87,15.21,0.1304
23985,Kepler-685 b,1.6255222,1572.0,0.0,1.06,0.0015,89.95,1443.75,5.6742,0.86777
23986,Kepler-685 b,1.6255222,1572.0,0.0,1.06,0.0015,89.95,1443.75,5.6742,0.86777
23990,Kepler-685 b,1.6255222,1572.0,0.0,1.06,0.0015,89.95,1443.75,5.6742,0.86777
23993,Kepler-685 b,1.62552217,1579.0,0.0,1.11,0.076,89.22,1467.41,5.6364,0.7969
23996,Kepler-686 b,1.59474546,1540.0,0.0,0.89,0.4694,85.94,1329.42,6.382999999999999,1.6504900000000002
23997,Kepler-686 b,1.59474546,1540.0,0.0,0.89,0.4694,85.94,1329.42,6.382999999999999,1.6504900000000002
24000,Kepler-686 b,1.59474546,1540.0,0.0,0.89,0.4694,85.94,1329.42,6.382999999999999,1.6504900000000002
24004,Kepler-686 b,1.59474537,1539.0,0.0,0.89,0.514,85.25,1329.42,6.202999999999999,1.50445
24005,Kepler-687 b,20.50586978,518.0,0.0,0.76,0.2545,89.38,17.06,39.05,0.23792
24007,Kepler-687 b,20.50586978,518.0,0.0,0.76,0.2545,89.38,17.06,39.05,0.23792
24009,Kepler-687 b,20.50588921,518.0,0.0,0.76,0.26,89.62,17.06,38.91,0.21055
24011,Kepler-687 b,20.50586978,518.0,0.0,0.76,0.2545,89.38,17.06,39.05,0.23792
24015,Kepler-688 b,3.89593684,1011.0,0.0,0.78,0.541,87.66,247.08,12.11,0.97044
24019,Kepler-688 b,3.89593653,1005.0,0.0,0.77,0.524,87.56,241.62,12.29,0.8544799999999999
24022,Kepler-688 b,3.89593684,1011.0,0.0,0.78,0.541,87.66,247.08,12.11,0.97044
24024,Kepler-688 b,3.89593684,1011.0,0.0,0.78,0.541,87.66,247.08,12.11,0.97044
24025,Kepler-689 b,22.36646466,536.0,0.0,0.73,0.4,89.26,19.45,31.0,0.09867999999999999
24029,Kepler-689 b,22.36656079,544.0,0.0,0.75,0.0848,89.95,20.67,34.05,0.10955999999999999
24030,Kepler-689 b,22.36656079,544.0,0.0,0.75,0.0848,89.95,20.67,34.05,0.10955999999999999
24033,Kepler-689 b,22.36656079,544.0,0.0,0.75,0.0848,89.95,20.67,34.05,0.10955999999999999
24036,Kepler-69 b,13.7223682,746.0,0.0,0.94,0.009000000000000001,89.98,73.16,20.914,0.05711
24037,Kepler-69 b,13.72237104,746.0,0.0,0.94,0.254,89.38,73.16,20.15,0.0589
24038,Kepler-69 b,13.72237104,746.0,0.0,0.94,0.254,89.38,73.16,20.15,0.0589
24039,Kepler-69 b,13.72237104,746.0,0.0,0.94,0.254,89.38,73.16,20.15,0.0589
24048,Kepler-69 c,242.46712000000002,286.0,0.0,0.94,0.583,89.95,1.59,123.0,0.03161
24049,Kepler-69 c,242.467406,286.0,0.0,0.94,0.17300000000000001,89.93,1.59,144.9,0.03403
24055,Kepler-69 c,242.46712000000002,286.0,0.0,0.94,0.583,89.95,1.59,123.0,0.03161
24057,Kepler-69 c,242.46712000000002,286.0,0.0,0.94,0.583,89.95,1.59,123.0,0.03161
24065,Kepler-690 b,7.74809437,958.0,0.0,1.08,0.3857,88.81,198.7,16.19,0.26141
24066,Kepler-690 b,7.74809437,958.0,0.0,1.08,0.3857,88.81,198.7,16.19,0.26141
24067,Kepler-690 b,7.74809424,964.0,0.0,1.08,0.517,88.02,204.39,15.0,0.24720999999999999
24068,Kepler-690 b,7.74809437,958.0,0.0,1.08,0.3857,88.81,198.7,16.19,0.26141
24070,Kepler-691 b,8.114379,466.0,0.0,0.52,0.0565,89.95,11.19,28.45,0.17313
24072,Kepler-691 b,8.114379,466.0,0.0,0.52,0.0565,89.95,11.19,28.45,0.17313
24073,Kepler-691 b,8.114379,466.0,0.0,0.52,0.0565,89.95,11.19,28.45,0.17313
24077,Kepler-691 b,8.11437482,460.0,0.0,0.52,0.573,88.61,10.55,23.58,0.1558
24080,Kepler-692 b,21.81293494,639.0,0.0,1.0,0.0574,89.95,39.33,39.17,0.13543
24081,Kepler-692 b,21.81295996,639.0,0.0,1.0,0.053,89.92,39.33,39.183,0.11754
24084,Kepler-692 b,21.81293494,639.0,0.0,1.0,0.0574,89.95,39.33,39.17,0.13543
24085,Kepler-692 b,21.81293494,639.0,0.0,1.0,0.0574,89.95,39.33,39.17,0.13543
24091,Kepler-693 b,15.37563332,576.0,0.0,0.74,0.6056,88.81,26.08,34.2,1.8304
24094,Kepler-693 b,15.37563332,576.0,0.0,0.74,0.6056,88.81,26.08,34.2,1.8304
24095,Kepler-693 b,15.37563332,576.0,0.0,0.74,0.6056,88.81,26.08,34.2,1.8304
24097,Kepler-693 b,15.37562369,600.0,0.0,0.83,0.6920000000000001,88.73,30.54,31.24,1.5337
24100,Kepler-694 b,6.36584161,917.0,0.0,0.85,0.5232,87.66,166.88,14.5,0.0844
24101,Kepler-694 b,6.36584161,917.0,0.0,0.85,0.5232,87.66,166.88,14.5,0.0844
24104,Kepler-694 b,6.36584161,917.0,0.0,0.85,0.5232,87.66,166.88,14.5,0.0844
24105,Kepler-694 b,6.36583971,914.0,0.0,0.85,0.524,87.92,165.33,14.46,0.07807
24108,Kepler-695 b,3.04033046,1021.0,0.0,0.79,0.736,85.95,257.29,10.41,1.08588
24110,Kepler-695 b,3.04033042,1021.0,0.0,0.79,0.7264,85.94,257.29,10.57,1.1405399999999999
24115,Kepler-695 b,3.04033042,1021.0,0.0,0.79,0.7264,85.94,257.29,10.57,1.1405399999999999
24116,Kepler-695 b,3.04033042,1021.0,0.0,0.79,0.7264,85.94,257.29,10.57,1.1405399999999999
24117,Kepler-696 b,4.19042557,1265.0,0.0,1.2,0.2104,88.81,605.98,11.629000000000001,0.31663
24119,Kepler-696 b,4.19042557,1265.0,0.0,1.2,0.2104,88.81,605.98,11.629000000000001,0.31663
24121,Kepler-696 b,4.19042566,1234.0,0.0,1.14,0.45799999999999996,87.52,547.9,10.6,0.28774
24124,Kepler-696 b,4.19042557,1265.0,0.0,1.2,0.2104,88.81,605.98,11.629000000000001,0.31663
24127,Kepler-697 b,3.70987065,1056.0,0.0,0.85,0.1237,89.38,294.23,9.484,0.22211999999999998
24128,Kepler-697 b,3.70987065,1056.0,0.0,0.85,0.1237,89.38,294.23,9.484,0.22211999999999998
24129,Kepler-697 b,3.70987078,1151.0,0.0,0.98,0.023,89.86,415.1,9.6255,0.20203
24132,Kepler-697 b,3.70987065,1056.0,0.0,0.85,0.1237,89.38,294.23,9.484,0.22211999999999998
24138,Kepler-698 b,16.32976218,725.0,0.0,0.98,0.8175,86.52,65.19,12.52,0.13047999999999998
24140,Kepler-698 b,16.3297527,727.0,0.0,0.99,0.7909999999999999,86.59,66.08,13.31,0.11875
24142,Kepler-698 b,16.32976218,725.0,0.0,0.98,0.8175,86.52,65.19,12.52,0.13047999999999998
24144,Kepler-698 b,16.32976218,725.0,0.0,0.98,0.8175,86.52,65.19,12.52,0.13047999999999998
24148,Kepler-699 b,27.80756293,557.0,0.0,0.79,0.7679,88.81,22.7,44.42,2.7606599999999997
24149,Kepler-699 b,27.80756293,557.0,0.0,0.79,0.7679,88.81,22.7,44.42,2.7606599999999997
24153,Kepler-699 b,27.80756293,557.0,0.0,0.79,0.7679,88.81,22.7,44.42,2.7606599999999997
24156,Kepler-699 b,27.80756622,554.0,0.0,0.79,0.782,88.96,22.24,43.26,2.53911
24158,Kepler-7 b,4.88548895,1499.0,0.0,1.96,0.2032,88.24,1194.1,7.747000000000001,0.75693
24162,Kepler-7 b,4.88548895,1499.0,0.0,1.96,0.2032,88.24,1194.1,7.747000000000001,0.75693
24163,Kepler-7 b,4.8854885999999995,1496.0,0.0,1.91,0.361,87.2,1182.79,7.392,0.74584
24168,Kepler-7 b,4.88548895,1499.0,0.0,1.96,0.2032,88.24,1194.1,7.747000000000001,0.75693
24177,Kepler-700 b,80.87206390000001,376.0,0.0,0.76,0.5458,89.38,4.74,50.3,0.35922
24178,Kepler-700 b,80.87234690000001,452.0,0.0,1.24,0.527,89.4,9.88,50.5,0.36046
24180,Kepler-700 b,80.87206390000001,376.0,0.0,0.76,0.5458,89.38,4.74,50.3,0.35922
24181,Kepler-700 b,80.87206390000001,376.0,0.0,0.76,0.5458,89.38,4.74,50.3,0.35922
24183,Kepler-701 b,10.35533116,777.0,0.0,0.92,0.028999999999999998,89.93,86.22,25.51,0.07506
24187,Kepler-701 b,10.35533177,777.0,0.0,0.92,0.8896,85.94,86.22,12.05,0.07971
24188,Kepler-701 b,10.35533177,777.0,0.0,0.92,0.8896,85.94,86.22,12.05,0.07971
24192,Kepler-701 b,10.35533177,777.0,0.0,0.92,0.8896,85.94,86.22,12.05,0.07971
24193,Kepler-702 b,10.52629406,713.0,0.0,0.79,0.6269,88.81,61.16,28.77,1.04996
24196,Kepler-702 b,10.52629406,713.0,0.0,0.79,0.6269,88.81,61.16,28.77,1.04996
